bug_id,top1_hit,top3_hit,top5_hit,top1_file_hit,top3_file_hit,top5_file_hit,mrr,map,num_gt_methods,num_gt_files
JacksonDatabind-69,0,0,0,0,0,0,0.0,0.0,3,1
JacksonDatabind-70,0,1,1,1,1,1,0.3333333333333333,0.3333333333333333,1,1
JacksonDatabind-71,0,0,0,0,0,0,0.0,0.0,1,1
JacksonDatabind-72,0,0,0,0,0,0,0.0,0,0,0
JacksonDatabind-73,0,0,1,0,0,1,0.25,0.125,2,2
JacksonDatabind-74,0,0,0,0,0,0,0.0,0.0,1,1
JacksonDatabind-75,1,1,1,1,1,1,1.0,0.3333333333333333,3,1
JacksonDatabind-76,0,0,0,1,1,1,0.0,0.0,1,1
JacksonDatabind-77,0,0,0,0,0,0,0.0,0.0,1,1
JacksonDatabind-78,0,0,0,0,0,0,0.0,0.0,1,1
JacksonDatabind-79,0,0,0,1,1,1,0.0,0.0,2,2
JacksonDatabind-80,0,0,0,1,1,1,0.0,0.0,2,1
JacksonDatabind-81,0,0,0,1,1,1,0.0,0.0,2,1
JacksonDatabind-82,0,0,0,1,1,1,0.0,0.0,1,1
JacksonDatabind-83,0,0,0,1,1,1,0.0,0.0,1,1
JacksonDatabind-84,0,0,0,0,0,0,0.0,0,0,0
JacksonDatabind-85,0,0,0,1,1,1,0.0,0.0,1,1
JacksonDatabind-86,0,0,0,0,0,0,0.0,0,0,0
JacksonDatabind-87,0,0,0,1,1,1,0.0,0.0,2,1
JacksonDatabind-88,0,0,0,0,0,0,0.0,0.0,1,1
JacksonDatabind-89,0,0,0,0,0,0,0.0,0,0,0
JacksonDatabind-90,1,1,1,1,1,1,1.0,1.0,1,1
JacksonDatabind-91,0,0,0,0,0,0,0.0,0.0,1,1
JacksonDatabind-92,0,0,0,0,0,0,0.0,0,0,0
JacksonDatabind-93,0,0,0,1,1,1,0.0,0.0,1,1
JacksonDatabind-94,0,0,0,0,0,0,0.0,0.0,1,1
JacksonDatabind-95,0,0,0,1,1,1,0.0,0.0,3,2
JacksonDatabind-96,0,0,0,0,0,0,0.0,0.0,1,1
JacksonDatabind-97,0,0,0,0,0,0,0.0,0.0,1,1
JacksonDatabind-98,0,0,0,0,0,0,0.0,0.0,1,1
JacksonDatabind-99,0,1,1,0,1,1,0.5,0.5,1,1
JacksonDatabind-100,1,1,1,1,1,1,1.0,1.0,1,1
JacksonDatabind-101,0,0,0,1,1,1,0.0,0.0,1,1
JacksonDatabind-102,0,0,0,1,1,1,0.0,0.0,1,1
JacksonDatabind-103,0,0,0,1,1,1,0.0,0.0,22,15
JacksonDatabind-104,0,0,0,1,1,1,0.0,0.0,2,1
JacksonDatabind-105,0,0,0,0,0,0,0.0,0.0,1,1
JacksonDatabind-106,1,1,1,1,1,1,1.0,0.5,2,1
JacksonDatabind-107,0,0,0,1,1,1,0.0,0.0,1,1
JacksonDatabind-108,0,1,1,1,1,1,0.5,0.5,1,1
JacksonDatabind-109,0,0,0,0,1,1,0.0,0.0,2,2
JacksonDatabind-110,0,0,0,1,1,1,0.0,0.0,1,1
JacksonDatabind-111,1,1,1,1,1,1,1.0,0.14285714285714285,7,7
JacksonDatabind-112,0,0,0,1,1,1,0.0,0.0,1,1
JacksonXml-1,0,1,1,1,1,1,0.5,0.5,1,1
JacksonXml-2,1,1,1,1,1,1,1.0,1.0,1,1
JacksonXml-3,1,1,1,1,1,1,1.0,1.0,1,1
JacksonXml-4,1,1,1,1,1,1,1.0,1.0,1,1
JacksonXml-5,0,0,0,0,0,0,0.0,0.0,1,1
JacksonXml-6,0,0,0,0,0,0,0.0,0,0,0
Jsoup-1,0,0,0,0,0,1,0.0,0.0,1,1
Jsoup-2,0,1,1,1,1,1,0.3333333333333333,0.3333333333333333,1,1
Jsoup-3,0,1,1,1,1,1,0.5,0.1285714285714286,7,3
Jsoup-4,0,1,1,1,1,1,0.3333333333333333,0.3333333333333333,1,1
Jsoup-5,1,1,1,1,1,1,1.0,1.0,1,1
Jsoup-6,1,1,1,1,1,1,1.0,1.0,1,1
Jsoup-7,0,0,0,0,0,0,0.0,0.0,1,1
Jsoup-8,0,0,0,1,1,1,0.0,0.0,1,1
Jsoup-9,0,0,0,0,0,0,0.0,0,0,0
Jsoup-10,1,1,1,1,1,1,1.0,1.0,1,1
Jsoup-11,0,1,1,1,1,1,0.5,0.25,2,1
Jsoup-12,0,0,1,1,1,1,0.2,0.2,1,1
Jsoup-13,0,0,0,1,1,1,0.0,0.0,1,1
Jsoup-14,0,0,0,0,0,0,0.0,0,0,0
Jsoup-15,0,0,0,0,0,0,0.0,0,0,0
Jsoup-16,0,0,0,1,1,1,0.0,0.0,2,1
Jsoup-17,0,0,0,0,0,0,0.0,0,0,0
Jsoup-18,0,1,1,1,1,1,0.5,0.25,2,1
Jsoup-19,0,0,0,1,1,1,0.0,0.0,1,1
Jsoup-20,0,0,0,1,1,1,0.0,0.0,1,1
Jsoup-21,0,1,1,0,1,1,0.3333333333333333,0.16666666666666666,2,1
Jsoup-22,1,1,1,1,1,1,1.0,0.3333333333333333,5,2
Jsoup-23,0,0,0,1,1,1,0.0,0.0,1,1
Jsoup-24,0,0,0,0,0,0,0.0,0,0,0
Jsoup-25,0,0,0,0,0,0,0.0,0,0,0
Jsoup-26,0,1,1,0,1,1,0.5,0.5,1,1
Jsoup-27,0,1,1,1,1,1,0.5,0.5,1,1
Jsoup-28,0,0,0,1,1,1,0.0,0.0,2,2
Jsoup-29,1,1,1,1,1,1,1.0,1.0,1,1
Jsoup-30,0,0,0,1,1,1,0.0,0.0,1,1
Jsoup-31,0,1,1,0,1,1,0.5,0.5,1,1
Jsoup-32,0,1,1,0,1,1,0.5,0.5,1,1
Jsoup-33,0,1,1,1,1,1,0.5,0.5,1,1
Jsoup-34,1,1,1,1,1,1,1.0,1.0,1,1
Jsoup-35,0,0,0,0,0,0,0.0,0,0,0
Jsoup-36,1,1,1,1,1,1,1.0,0.5,2,1
Jsoup-37,1,1,1,1,1,1,1.0,1.0,1,1
Jsoup-38,0,0,0,0,0,0,0.0,0,0,0
Jsoup-39,0,0,0,1,1,1,0.0,0.0,1,1
Jsoup-40,0,0,0,0,0,0,0.0,0.0,1,1
Jsoup-41,0,0,0,1,1,1,0.0,0.0,1,1
Jsoup-42,1,1,1,1,1,1,1.0,1.0,1,1
Jsoup-43,0,0,0,1,1,1,0.0,0.0,1,1
Jsoup-44,0,0,0,0,0,0,0.0,0.0,3,1
Jsoup-45,1,1,1,1,1,1,1.0,1.0,1,1
Jsoup-46,0,0,0,1,1,1,0.0,0.0,1,1
Jsoup-47,0,0,0,1,1,1,0.0,0.0,1,1
Jsoup-48,0,0,0,1,1,1,0.0,0.0,1,1
Jsoup-49,0,0,0,0,0,0,0.0,0.0,1,1
Jsoup-50,0,0,0,1,1,1,0.0,0.0,1,1
Jsoup-51,0,0,0,0,1,1,0.0,0.0,1,1
Jsoup-52,0,0,0,0,0,1,0.0,0.0,4,3
Jsoup-53,0,0,0,0,0,0,0.0,0.0,1,1
Jsoup-54,0,0,0,1,1,1,0.0,0.0,1,1
Jsoup-55,0,0,0,0,0,0,0.0,0,0,0
Jsoup-56,1,1,1,1,1,1,1.0,0.5,4,3
Jsoup-57,1,1,1,1,1,1,1.0,1.0,1,1
Jsoup-58,0,0,1,1,1,1,0.25,0.125,2,2
Jsoup-59,0,0,0,0,0,0,0.0,0.0,1,1
Jsoup-60,0,0,0,1,1,1,0.0,0.0,2,2
Jsoup-61,1,1,1,1,1,1,1.0,1.0,1,1
Jsoup-62,0,0,0,0,0,0,0.0,0,0,0
Jsoup-63,0,1,1,1,1,1,0.5,0.29166666666666663,4,2
Jsoup-64,0,0,0,0,0,0,0.0,0,0,0
Jsoup-65,0,0,0,1,1,1,0.0,0.0,2,1
Jsoup-66,0,1,1,0,1,1,0.5,0.125,4,2
Jsoup-67,0,0,0,1,1,1,0.0,0.0,1,1
Jsoup-68,0,0,0,0,0,1,0.0,0.0,1,1
Jsoup-69,0,0,0,0,0,0,0.0,0,0,0
Jsoup-70,0,0,0,0,0,1,0.0,0.0,1,1
Jsoup-71,0,0,0,0,1,1,0.0,0.0,1,1
Jsoup-72,0,0,0,0,0,1,0.0,0.0,1,1
Jsoup-73,1,1,1,1,1,1,1.0,0.25,4,1
Jsoup-74,0,0,0,0,0,0,0.0,0.0,1,1
Jsoup-75,0,0,0,1,1,1,0.0,0.0,1,1
Jsoup-76,0,0,0,0,0,0,0.0,0,0,0
Jsoup-77,0,0,1,1,1,1,0.25,0.25,1,1
Jsoup-78,0,0,0,0,1,1,0.0,0.0,1,1
Jsoup-79,1,1,1,1,1,1,1.0,1.0,1,1
Jsoup-80,0,0,0,1,1,1,0.0,0.0,1,1
Jsoup-81,0,0,0,1,1,1,0.0,0.0,1,1
Jsoup-82,0,0,0,1,1,1,0.0,0.0,1,1
Jsoup-83,0,0,0,0,0,0,0.0,0.0,1,1
Jsoup-84,0,0,0,1,1,1,0.0,0.0,1,1
Jsoup-85,0,0,0,1,1,1,0.0,0.0,1,1
Jsoup-86,0,0,0,0,0,0,0.0,0.0,1,1
Jsoup-87,0,0,0,0,1,1,0.0,0.0,13,2
Jsoup-88,1,1,1,1,1,1,1.0,1.0,1,1
Jsoup-89,1,1,1,1,1,1,1.0,1.0,1,1
Jsoup-90,1,1,1,1,1,1,1.0,1.0,1,1
Jsoup-91,0,0,0,0,0,0,0.0,0.0,1,1
Jsoup-92,0,0,0,1,1,1,0.0,0.0,4,4
Jsoup-93,1,1,1,1,1,1,1.0,1.0,1,1
JxPath-1,0,0,0,0,0,0,0.0,0.0,2,2
JxPath-2,0,0,0,0,0,0,0.0,0.0,2,1
JxPath-3,0,0,0,0,0,0,0.0,0.0,2,1
JxPath-4,0,0,0,0,0,0,0.0,0.0,5,2
JxPath-5,0,0,0,1,1,1,0.0,0.0,1,1
JxPath-6,0,0,0,0,1,1,0.0,0.0,1,1
JxPath-7,1,1,1,1,1,1,1.0,0.25,4,4
JxPath-8,0,0,0,0,1,1,0.0,0.0,1,1
JxPath-9,0,0,0,0,1,1,0.0,0.0,5,3
JxPath-10,0,0,0,0,0,0,0.0,0.0,1,1
JxPath-11,0,0,0,0,0,0,0.0,0.0,2,2
JxPath-12,0,0,0,1,1,1,0.0,0.0,1,1
JxPath-13,0,0,0,1,1,1,0.0,0.0,3,2
JxPath-14,1,1,1,1,1,1,1.0,1.0,3,1
JxPath-15,0,0,0,0,0,1,0.0,0.0,1,1
JxPath-16,0,0,0,0,1,1,0.0,0.0,2,2
JxPath-17,0,0,0,0,1,1,0.0,0.0,2,2
JxPath-18,1,1,1,1,1,1,1.0,1.0,1,1
JxPath-19,0,0,0,1,1,1,0.0,0.0,2,2
JxPath-20,0,0,0,1,1,1,0.0,0.0,1,1
JxPath-21,0,0,0,0,0,0,0.0,0.0,1,1
JxPath-22,0,0,0,1,1,1,0.0,0.0,1,1
Lang-1,0,1,1,1,1,1,0.3333333333333333,0.3333333333333333,1,1
Lang-3,1,1,1,1,1,1,1.0,1.0,1,1
Lang-4,0,1,1,1,1,1,0.5,0.25,2,1
Lang-5,1,1,1,1,1,1,1.0,1.0,1,1
Lang-6,0,0,0,0,1,1,0.0,0.0,1,1
Lang-7,1,1,1,1,1,1,1.0,1.0,2,1
Lang-8,0,0,0,1,1,1,0.0,0.0,2,1
Lang-9,0,0,0,1,1,1,0.0,0.0,1,1
Lang-10,0,0,0,1,1,1,0.0,0.0,1,1
Lang-11,0,0,0,1,1,1,0.0,0.0,1,1
Lang-12,0,0,0,1,1,1,0.0,0.0,1,1
Lang-13,1,1,1,1,1,1,1.0,0.5,2,1
Lang-14,0,0,0,1,1,1,0.0,0.0,1,1
Lang-15,0,0,0,1,1,1,0.0,0.0,2,1
Lang-16,1,1,1,1,1,1,1.0,1.0,1,1
Lang-17,0,0,0,0,0,0,0.0,0.0,1,1
Lang-18,0,1,1,1,1,1,0.5,0.5,1,1
Lang-19,0,0,0,1,1,1,0.0,0.0,1,1
Lang-20,0,0,0,1,1,1,0.0,0.0,2,1
Lang-21,0,0,0,1,1,1,0.0,0.0,1,1
Lang-22,0,0,0,1,1,1,0.0,0.0,1,1
Lang-23,0,0,0,0,0,0,0.0,0,0,0
Lang-24,1,1,1,1,1,1,1.0,1.0,1,1
Lang-25,0,0,0,0,0,0,0.0,0,0,0
Lang-26,1,1,1,1,1,1,1.0,1.0,1,1
Lang-27,1,1,1,1,1,1,1.0,1.0,1,1
Lang-28,0,0,0,0,1,1,0.0,0.0,1,1
Lang-29,0,0,1,1,1,1,0.25,0.25,1,1
Lang-30,0,0,0,1,1,1,0.0,0.0,6,1
Lang-31,0,0,0,1,1,1,0.0,0.0,1,1
Lang-32,1,1,1,1,1,1,1.0,0.4666666666666666,3,1
Lang-33,1,1,1,1,1,1,1.0,1.0,1,1
Lang-34,0,0,0,1,1,1,0.0,0.0,2,1
Lang-35,0,0,0,1,1,1,0.0,0.0,2,1
Lang-36,1,1,1,1,1,1,1.0,0.8333333333333333,2,1
Lang-37,0,0,0,1,1,1,0.0,0.0,1,1
Lang-38,0,0,0,1,1,1,0.0,0.0,1,1
Lang-39,0,0,0,1,1,1,0.0,0.0,1,1
Lang-40,0,0,0,1,1,1,0.0,0.0,1,1
Lang-41,1,1,1,1,1,1,1.0,0.5,2,1
Lang-42,0,0,0,0,0,1,0.0,0.0,1,1
Lang-43,0,0,0,1,1,1,0.0,0.0,1,1
Lang-44,0,0,0,0,0,1,0.0,0.0,1,1
Lang-45,0,0,0,1,1,1,0.0,0.0,1,1
Lang-46,1,1,1,1,1,1,1.0,0.16666666666666666,6,1
Lang-47,0,0,0,1,1,1,0.0,0.0,2,1
Lang-48,0,0,0,1,1,1,0.0,0.0,1,1
Lang-49,0,0,1,1,1,1,0.25,0.25,1,1
Lang-50,1,1,1,1,1,1,1.0,1.0,2,1
Lang-51,1,1,1,1,1,1,1.0,1.0,1,1
Lang-52,0,0,0,1,1,1,0.0,0.0,1,1
Lang-53,0,0,0,1,1,1,0.0,0.0,1,1
Lang-54,1,1,1,1,1,1,1.0,1.0,1,1
Lang-55,0,1,1,1,1,1,0.5,0.5,1,1
Lang-56,0,0,0,0,0,0,0.0,0,0,0
Lang-57,1,1,1,1,1,1,1.0,1.0,1,1
Lang-58,0,0,0,0,0,0,0.0,0.0,1,1
Lang-59,0,0,0,1,1,1,0.0,0.0,1,1
Lang-60,1,1,1,1,1,1,1.0,0.5,2,1
Lang-61,0,0,0,1,1,1,0.0,0.0,1,1
Lang-62,1,1,1,1,1,1,1.0,0.5,2,1
Lang-63,0,0,0,1,1,1,0.0,0.0,2,1
Lang-64,1,1,1,1,1,1,1.0,1.0,1,1
Lang-65,0,0,0,1,1,1,0.0,0.0,1,1
Math-1,0,0,0,1,1,1,0.0,0.0,2,2
Math-2,0,1,1,1,1,1,0.5,0.5,1,1
Math-3,0,0,0,1,1,1,0.0,0.0,1,1
Math-4,0,0,0,0,1,1,0.0,0.0,2,2
Math-5,1,1,1,1,1,1,1.0,1.0,1,1
Math-6,0,0,0,1,1,1,0.0,0.0,7,7
Math-7,0,0,0,0,1,1,0.0,0.0,1,1
Math-8,1,1,1,1,1,1,1.0,1.0,1,1
Math-9,1,1,1,1,1,1,1.0,1.0,1,1
Math-10,0,0,0,1,1,1,0.0,0.0,1,1
Math-11,1,1,1,1,1,1,1.0,1.0,1,1
Math-12,0,0,0,0,0,0,0.0,0,0,0
Math-13,0,0,0,0,0,0,0.0,0.0,1,1
Math-14,0,0,0,0,0,0,0.0,0.0,2,2
Math-15,0,0,0,1,1,1,0.0,0.0,1,1
Math-16,1,1,1,1,1,1,1.0,1.0,2,1
Math-17,1,1,1,1,1,1,1.0,1.0,1,1
Math-18,0,0,0,0,0,0,0.0,0.0,3,1
Math-19,0,0,0,1,1,1,0.0,0.0,1,1
Math-20,0,0,0,0,1,1,0.0,0.0,1,1
Math-21,0,0,0,1,1,1,0.0,0.0,1,1
Math-22,1,1,1,1,1,1,1.0,1.0,2,2
Math-23,1,1,1,1,1,1,1.0,1.0,1,1
Math-24,0,0,0,1,1,1,0.0,0.0,1,1
Math-25,0,1,1,1,1,1,0.5,0.5,1,1
Math-26,0,0,0,1,1,1,0.0,0.0,1,1
Math-27,0,1,1,1,1,1,0.5,0.5,1,1
Math-28,0,0,0,1,1,1,0.0,0.0,1,1
Math-29,1,1,1,1,1,1,1.0,1.0,2,1
Math-30,0,0,0,1,1,1,0.0,0.0,1,1
Math-31,0,0,0,0,0,0,0.0,0.0,1,1
Math-32,0,0,0,0,0,0,0.0,0.0,1,1
Math-33,0,0,0,1,1,1,0.0,0.0,1,1
Math-34,0,0,0,1,1,1,0.0,0.0,1,1
Math-35,0,0,0,1,1,1,0.0,0.0,2,1
Math-36,0,0,0,1,1,1,0.0,0.0,2,1
Math-37,1,1,1,1,1,1,1.0,0.5,2,1
Math-38,0,0,0,1,1,1,0.0,0.0,1,1
Math-39,0,0,0,1,1,1,0.0,0.0,1,1
Math-40,0,0,0,1,1,1,0.0,0.0,1,1
Math-41,0,0,0,1,1,1,0.0,0.0,1,1
Math-42,1,1,1,1,1,1,1.0,1.0,1,1
Math-43,0,0,1,1,1,1,0.2,0.2,1,1
Math-44,0,0,0,0,1,1,0.0,0.0,1,1
Math-45,0,0,0,1,1,1,0.0,0.0,1,1
Math-46,1,1,1,1,1,1,1.0,1.0,2,1
Math-47,1,1,1,1,1,1,1.0,0.3333333333333333,3,1
Math-48,0,0,0,0,0,0,0.0,0.0,1,1
Math-49,0,0,1,0,0,1,0.25,0.0625,4,1
Math-50,1,1,1,1,1,1,1.0,1.0,1,1
Math-51,0,0,0,0,0,1,0.0,0.0,1,1
Math-52,0,0,0,1,1,1,0.0,0.0,1,1
Math-53,1,1,1,1,1,1,1.0,1.0,1,1
Math-54,1,1,1,1,1,1,1.0,0.5,2,1
Math-55,0,0,0,1,1,1,0.0,0.0,1,1
Math-56,1,1,1,1,1,1,1.0,1.0,1,1
Math-57,0,0,0,1,1,1,0.0,0.0,1,1
Math-58,0,0,1,0,0,1,0.25,0.25,1,1
Math-59,0,0,0,1,1,1,0.0,0.0,1,1
Math-60,1,1,1,1,1,1,1.0,1.0,1,1
Math-61,0,0,0,1,1,1,0.0,0.0,1,1
Math-62,0,0,0,0,0,0,0.0,0.0,2,1
Math-63,0,0,0,1,1,1,0.0,0.0,1,1
Math-64,0,0,0,1,1,1,0.0,0.0,1,1
Math-65,1,1,1,1,1,1,1.0,1.0,2,1
Math-66,0,1,1,1,1,1,0.3333333333333333,0.06666666666666667,5,1
Math-67,0,1,1,1,1,1,0.5,0.25,2,1
Math-68,1,1,1,1,1,1,1.0,0.8333333333333333,2,1
Math-69,1,1,1,1,1,1,1.0,1.0,1,1
Math-70,0,0,0,1,1,1,0.0,0.0,1,1
Math-71,0,0,0,1,1,1,0.0,0.0,2,2
Math-72,0,0,0,1,1,1,0.0,0.0,1,1
Math-73,0,0,0,1,1,1,0.0,0.0,1,1
Math-74,0,0,0,0,0,1,0.0,0.0,1,1
Math-75,1,1,1,1,1,1,1.0,1.0,1,1
Math-76,0,0,0,0,1,1,0.0,0.0,2,1
Math-77,1,1,1,1,1,1,1.0,1.0,2,2
Math-78,1,1,1,1,1,1,1.0,1.0,1,1
Math-79,0,0,0,0,0,0,0.0,0.0,1,1
Math-80,0,0,0,1,1,1,0.0,0.0,1,1
Math-81,0,1,1,1,1,1,0.3333333333333333,0.1111111111111111,3,1
Math-82,0,0,0,1,1,1,0.0,0.0,1,1
Math-83,0,1,1,0,1,1,0.5,0.25,2,1
Math-84,1,1,1,1,1,1,1.0,1.0,1,1
Math-85,0,0,0,0,1,1,0.0,0.0,1,1
Math-86,0,0,0,1,1,1,0.0,0.0,1,1
Math-87,0,0,0,1,1,1,0.0,0.0,1,1
Math-88,0,0,1,0,0,1,0.25,0.25,1,1
Math-89,1,1,1,1,1,1,1.0,1.0,1,1
Math-90,1,1,1,1,1,1,1.0,1.0,1,1
Math-91,1,1,1,1,1,1,1.0,1.0,1,1
Math-92,0,0,0,1,1,1,0.0,0.0,3,1
Math-93,1,1,1,1,1,1,1.0,1.0,3,1
Math-94,0,0,0,1,1,1,0.0,0.0,1,1
Math-95,1,1,1,1,1,1,1.0,1.0,1,1
Math-96,0,1,1,1,1,1,0.5,0.5,1,1
Math-97,0,0,0,1,1,1,0.0,0.0,1,1
Math-98,1,1,1,1,1,1,1.0,0.5,2,2
Math-99,0,0,0,1,1,1,0.0,0.0,2,1
Math-100,1,1,1,1,1,1,1.0,1.0,2,1
Math-101,0,0,0,1,1,1,0.0,0.0,1,1
Math-102,0,0,0,1,1,1,0.0,0.0,1,1
Math-103,1,1,1,1,1,1,1.0,1.0,1,1
Math-104,0,0,0,0,0,0,0.0,0,0,0
Math-105,1,1,1,1,1,1,1.0,1.0,1,1
Math-106,0,0,0,1,1,1,0.0,0.0,1,1
Mockito-1,0,0,0,0,0,0,0.0,0.0,1,1
Mockito-2,0,0,1,0,0,1,0.2,0.2,1,1
Mockito-3,0,0,0,0,0,0,0.0,0.0,1,1
Mockito-4,0,0,0,0,0,0,0.0,0.0,3,1
Mockito-5,0,0,0,0,1,1,0.0,0.0,1,1
Mockito-6,0,1,1,0,1,1,0.5,0.05833333333333333,20,1
Mockito-7,0,0,0,0,0,0,0.0,0.0,1,1
Mockito-8,0,0,0,1,1,1,0.0,0.0,1,1
Mockito-9,0,0,0,0,0,0,0.0,0.0,1,1
Mockito-10,1,1,1,1,1,1,1.0,0.3333333333333333,3,1
Mockito-11,1,1,1,1,1,1,1.0,1.0,2,1
Mockito-12,0,0,0,0,0,0,0.0,0.0,1,1
Mockito-13,0,0,0,0,0,0,0.0,0.0,1,1
Mockito-14,0,0,0,0,0,0,0.0,0.0,2,2
Mockito-15,0,0,0,0,0,0,0.0,0.0,1,1
Mockito-16,0,0,0,1,1,1,0.0,0.0,4,2
Mockito-17,0,0,0,0,0,0,0.0,0.0,3,2
Mockito-18,1,1,1,1,1,1,1.0,1.0,1,1
Mockito-19,0,0,0,0,0,0,0.0,0.0,4,4
Mockito-20,0,0,0,0,0,0,0.0,0.0,1,1
Mockito-21,0,1,1,0,1,1,0.5,0.45,2,1
Mockito-22,0,0,0,1,1,1,0.0,0.0,1,1
Mockito-23,0,0,0,0,0,0,0.0,0.0,3,1
Mockito-24,0,0,0,0,0,0,0.0,0.0,1,1
Mockito-25,0,0,0,0,0,0,0.0,0.0,3,1
Mockito-26,0,0,0,0,0,0,0.0,0,0,0
Mockito-27,0,0,0,0,0,0,0.0,0.0,1,1
Mockito-28,0,0,0,0,0,0,0.0,0.0,1,1
Mockito-29,0,0,0,0,0,0,0.0,0.0,1,1
Mockito-30,0,0,0,0,0,0,0.0,0.0,2,2
Mockito-31,0,0,0,0,0,0,0.0,0.0,1,1
Mockito-32,0,0,0,1,1,1,0.0,0.0,1,1
Mockito-33,0,0,0,0,0,0,0.0,0.0,1,1
Mockito-34,0,0,0,0,0,0,0.0,0.0,1,1
Mockito-35,0,0,0,0,0,0,0.0,0.0,3,1
Mockito-36,0,0,0,0,0,0,0.0,0.0,1,1
Mockito-37,0,0,1,0,0,1,0.25,0.25,1,1
Mockito-38,0,0,0,0,0,1,0.0,0.0,1,1
Time-1,0,0,0,1,1,1,0.0,0.0,2,2
Time-2,0,0,0,1,1,1,0.0,0.0,3,2
Time-3,1,1,1,1,1,1,1.0,0.4,10,1
Time-4,0,0,0,1,1,1,0.0,0.0,1,1
Time-5,0,0,1,1,1,1,0.2,0.2,1,1
Time-6,0,0,0,1,1,1,0.0,0.0,3,2
Time-7,0,0,0,1,1,1,0.0,0.0,1,1
Time-8,0,0,0,1,1,1,0.0,0.0,1,1
Time-9,0,1,1,1,1,1,0.3333333333333333,0.16666666666666666,2,1
Time-10,0,0,0,0,1,1,0.0,0.0,1,1
Time-11,0,0,0,0,0,0,0.0,0,0,0
Time-12,1,1,1,1,1,1,1.0,0.5,4,2
Time-13,0,0,0,0,0,0,0.0,0.0,2,1
Time-14,0,0,0,0,1,1,0.0,0.0,1,1
Time-15,0,0,0,1,1,1,0.0,0.0,1,1
Time-16,0,0,0,1,1,1,0.0,0.0,1,1
Time-17,0,0,0,0,1,1,0.0,0.0,1,1
Time-18,0,0,1,1,1,1,0.25,0.25,1,1
Time-19,0,0,0,0,1,1,0.0,0.0,1,1
Time-20,0,0,0,0,1,1,0.0,0.0,1,1
Time-22,0,0,0,0,0,0,0.0,0.0,1,1
Time-23,1,1,1,1,1,1,1.0,1.0,1,1
Time-24,0,0,0,0,0,0,0.0,0.0,1,1
Time-25,0,0,0,0,0,0,0.0,0.0,1,1
Time-26,0,0,0,0,0,0,0.0,0.0,8,2
Time-27,0,0,0,1,1,1,0.0,0.0,1,1
